feedback_id,feedback,title,author_codes,channel,product_area,source_dataset
Q4noWontOtherR_1wy3W7J4jn6jMhb,We did not cite the commented-on paper *positively* but rather were citing it while mentioning the erroneous nature of the work and retraction,Why not use PubPeer (other) — cit448_2,citation-reasons; retraction/retracted,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2kRV53KDeiwmsxj,"The PubPeer comment addresses issues in writing, specifically those referred to as ""tortured phrases."" While these affect readability, they do not constitute a scientific error in the methods, results, or conclusions of the paper. Such language problems are common in publications authored by non-native English speakers and can sometimes pass through peer review without being corrected. In my view, these issues reflect challenges to scientific communication rather than flaws in the underlying research. Therefore, I would not classify them as scientific errors but rather as editorial shortcomings that should ideally have been addressed during the review and publication process.",Explain PubPeer concern / citation context — cit449_1,language-not-content; peer-review-process; responsibility-to-journals,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6jTE5LOBTKAsdGB,"It does not look like an error but an intentional figure deception.  In any case, that paper had not relevance to our work. It was just cited as some background literature.",Explain PubPeer concern / citation context — cit37_1,intent; fraud-not-error; citation-reasons; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_7ONn0EIITGnuwbu,"I always welcome constructive feedback or comments following the publication of my work. I was previously unaware of PubPeer before receiving your email regarding a comment on one of my papers. Occasionally, a competitor may attempt to find faults and discredit the work, which can hinder the establishment of a healthy scientific spirit. It is important to avoid such behavior.",Final open comment — cit285_5,pubpeer-misuse; pubpeer-control,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6t8YqW8fu7RV6c3,"The last author has not yet responded, until they do, I would rather not conclude against them",Explain PubPeer concern / citation context — cit450_1,responsibility-to-authors; uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6ToEG2AHGAcV9ZL,According to pubpeer it was image duplication.,Explain PubPeer concern / citation context — cit451_1,duplication,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6YlU27gfqlu3LMQ,"I cited several papers to support a general statement in my review paper. Therefore, the data presented in this specific publication does not directly impact the conclusion in my publication.",Explain PubPeer concern / citation context — cit393_1,misunderstood-question; review-article; citation-reasons; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7VCHTeSRIjk5gqp,"As I mentioned in my response to this issue in PubPeer, it is an error during the figure preparation. Luckily, the corresponding raw image uploaded in the supplementary figure is correct.",Explain PubPeer concern / citation context — cit452_1,data; error; pb-fixed-on-pubpeer,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_86luKGnkXzDup7g,"Sure some misstakes were made, admitted by the authors in an erratum, but I have in this case no reason to doubt the main finding/theme of the paper.",Explain PubPeer concern / citation context — cit453_1,correction-done; no-serious-consequence; error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_80UymRefo9LkndP,"The concern about Fig1A is valid - the gates are different in the third plot. In their comment, the authors have noted that these data were quantified and the overall finding, that CD69 is higher in the absence of costimulatory signals would not change if the gate was in the same place in all 4 plots. This looks like a small mistake with gating.
For the actin control in the RT-PCR data, the authors explain why the same actin control has been used and their explanation makes sense - this is not an error but the same control used appropriately in different figures.",Explain PubPeer concern / citation context — cit454_1,no-serious-consequence; correction-done; error; not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8nOOEQ0O12uzrYc,"The paper cited in our article was a review referenced in the introduction covering a general biological process, rather than a central building-block of the analysis in the paper.

The issue raised at PubPeer relating to duplication I wouldn't say is an error - this review reproduces part of a figure from a previous experimental paper, with for layout. Attribution is slightly unclear - the paper is cited as ""Figure 3 [32]"", which correctly identifies the source of the figure, although not that it's a direct adaptation of the data. I wouldn't consider that a major issue though.

There is also a separate suggestion that there is duplication/editing of figures in ways which change the meaning in the original paper, which would be more significant, but as these are simply used here for illustrative purposes I don't think it so significantly affects the interpretation of the review.",Explain PubPeer concern / citation context — cit455_1,citation-reasons; no-serious-consequence; review-article; not-error-duplication,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_5mn9qgxYYI5Cann,"IT would be impossible for an author to check any single paper that they cite whether there is a issued appeared in your journal, which may or may not be correct.",Final open comment — cit263_5,time; to-be-discussed-group,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8g0CuSJrL3bWKUr,the issue cannot be made unintentionally,Explain PubPeer concern / citation context — cit378_1,intent; fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8GlJVIQ08fgsa51,There are 2 seperate issues in the paper which makes it less likely that it was error,Explain PubPeer concern / citation context — cit456_1,accumulation-of-issues; fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8GQ7QmOq7c5rv4o,"Comments do indeed suggest that image manipulation may have occurred. However, I am by no means an expert on the potential effects that image compression (as argued by the authors) could induce.",Explain PubPeer concern / citation context — cit457_1,expertise; uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_2qRO6BH5F3LUbo5,"That author is a sleuth, and all his work is under scrutinity by harrasers",Why not use PubPeer (other) — cit21_2,pubpeer-misuse,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q4noWontOtherR_4KV0a5g3YM1j4QV,Not an author on the paper.,Why not use PubPeer (other) — cit252_2,responsibility-to-authors,open-ended survey (qualitative),Why not use PubPeer (other),Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6SjGUopv6uOYh6k,"The result was as expected, hence no error",Explain PubPeer concern / citation context — cit458_1,not-error; to-be-discussed-group,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_805dYQT5Cvwlu2B,"It is obviously an error. Whether it is more we cannot know. The authors should have sufficient data to provide alternative figures. There is an issue with time and changes in lab personnel, compounded by the near absence of resources for adequate data storage. This, despite the claims of funding agencies and universities.",Explain PubPeer concern / citation context — cit459_1,data; time; error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_81FVx1ElDPA4YWH,"The comments were about possible repetitions of the same picture. The resolution was not strong enough to conclude that. The response of the authors showed alternative pictures that resulted in the same conclusion. There is no reason to doubt the results or the conclusions of the authors. It was a helpful discussion, and the discussion was conducted in a friendly manner.",Explain PubPeer concern / citation context — cit460_1,pb-fixed-on-pubpeer; pubpeer-ok; tone; reproducibility,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8yd8q0XdqlXAMhj,"When I wrote my article, I was aware of the doubts that the PPPR review had raised in the scientific community. For this reason, a critical comparative source was expressly cited in the discussion, and an independent analysis of the data was called for.",Explain PubPeer concern / citation context — cit421_1,misunderstood-question; citation-reasons; aware-of-pb,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
EndR_8pMKu075W35dcrz,"I find it unacceptable that, once an article has been published, unfounded criticism is made anonymously. Of course, I believe it is appropriate and positive to make critical comments on a published work, but not if done anonymously.",Final open comment — com418_5,anonymity; pubpeer-not-ok,open-ended survey (qualitative),Final open comment,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_9DrbDWr4GtcEGv7,"I cannot see how this could be called a mistake, duplicating an image five times, it must have been deliberate. Best case was just lazy, and the researcher pick and duplicated the nicest looking image with no signal, worst case, it is fraud, where the researcher is engineering a result.",Explain PubPeer concern / citation context — cit461_1,fraud-not-error; intent; uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
