feedback_id,feedback,title,rating,created_at,channel,product_area,source_dataset
DRUG-133353,"""Well, just took my last dose of this drug, Good Riddance!!! While it was effective in getting rid of the infection, it brought with it some very awful side effects. A strange metallic taste, fatigue, loose stools, pelvic cramping, abdominal pain on both sides, stomach discomfort, mood swings. I had to send my kids to a relatives house to finish this med because I have been feeling awful. No one told me to eat probiotics religiously, I do eat yogurt during any antibiotic treatment, but this specific drug requires a little more than a cup of yogurt a day, Day 2 I started taking Florastor, plus eating plain yogurt a lot, I hope I don't get the diarrhea that others have after stopping it. If you must take this,drink water and take probotics""",Clindamycin — Bacterial Infection,2.5,2015-07-31,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-136948,"""Several weeks after using Trilipix, my hair started to fall out.  Everyday, I had to clean large clumps of hair out of my hairbrush. About 2 weeks after stopping using the drug (it was the only change in any of my routines) my hair was back to normal. """,Trilipix — Hypertriglyceridemia,1.0,2010-12-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-102447,"""This pill does not work. It gave me just enough pregnancy symptoms to where I didn't notice that I WAS pregnant until I started showing.""",Microgestin Fe 1 / 20 — Birth Control,1.0,2015-08-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-113998,"""April 2015 I was my biggest 248 & got down to 190 on phentermine (diet pill, 37.5mg) before I started to get used to it & decided to change meds. Around sept. 2015 I was put on vyvanse (30mg, which has since then been upped to 70mg) along w/topamax (50mg 2x day) & lexapro (20mg). For the most part vyvanse has worked wonders. It makes me feel picky about food which is good & bad. Good in the sense that I won't eat the house, bad because I can be starving but nothing seems appetizing. I'd rather starve than eat the house tho. However it never lasts long, I just seem to get used to meds quickly. & it's my most expensive med $30, would be $46 but I got the online coupon ^.^""",Vyvanse — Binge Eating Disorde,2.5,2016-09-22,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-12377,"""I started smoking when I was 10 and started drinking when I was 15. I continued to smoke and drink and dope until I was 27 at which time I became a Christian and quit all three vices cold turkey. I believe I was able to do that because of my faith in the Lord. Due to a lot of pressures in my life, at age 34, I  returned to all three vices once again. At age 44, I returned to my faith and wanted to quit again, I was coughing and easily became short of breath. I was able to quit for short periods of time, smoking more than not. At 49 I relapsed again and was doing all three. Then on 11-11-11, I quit drinking and doping, and shortly thereafter I quit smoking with the help of nicotine patches and I've been sober and smoke free ever since. 8-17""",Nicoderm CQ — Smoking Cessation,5.0,2017-08-20,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-120856,"""I got Nexplanon and my doctor told me in advance that its possible to bleed for 3 months but if it doesn't stop after 60 days, then you should remove it but if you can power through its worth it. I didn't bleed but my side effects were terrible acne and minimal mood swings (both can be managed.) Now I absolutely LOVE it as a birth control. It's the most effective form out right now and has eased my nervousness about pregnancy. I don't need to remember a pill or a shot or to take a ring out. I love it. The only cons are that it hurt when I got it in, and the amount of acne I got, but I think it's worth the effectiveness. 
SIDENOTE: for 99% of others I know who have it, negative side effects stop after 2-4 months""",Etonogestrel — Birth Control,4.5,2013-11-08,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-16068,"""I needed to get past a plateau in my weight loss journey, my doctor said that she recommended Contrave. First day was awesome. I felt very relaxed and only had a small appetite. Second day, no appetite, feeling doped up, and a little bit of nausea. Third day was absolute hell. I have never felt that awful in my life. Literally could not move. Husband said I looked like I was on my death bed. I definitely see how one would lose weight in that condition! Giving up and going to try phentermine. Have had several friends have great success on it. Praying for less side effects than the awful experience I had on Contrave.""",Contrave — Weight Loss,1.0,2016-05-10,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-79192,"""Very annoying side effect for me was the constant air bubbles stuck in my throat.   Bad taste and tastebuds are effected....felt like mouth and throat were slightly numb and  felt as if  I had a thick film in mouth/throat.  Constantly felt like I had to swallow.""",Bactrim — Upper Respiratory Tract Infection,1.5,2017-04-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-97120,"""Every body is different. However, this is my second time getting the Nexplanon implant (this is my fourth year now), and the only issue I had with it was when I first got it inserted, I spotted for about two months straight. Now my period is regular and I don't have to worry about taking a pill everyday. Very effective, would recommend to anyone.""",Nexplanon — Birth Control,5.0,2017-01-06,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-79274,"""It didn't work, no effect whatsoever""",Cetirizine — Allergic Rhinitis,1.0,2017-04-30,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-138517,"""I was taking contrave for 4 weeks. The nausea NEVER stopped. It made me feel weak and i was getting hot flashes.
On top of that? Didn't even lose one pound. Worst medication ever.""",Bupropion / naltrexone — Weight Loss,1.0,2016-09-08,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-118333,"""My gyno recommended this pill b/c of it's low estrogen. I have VERY heavy periods and a fibroid. My symptoms every month are insane and I can't even imagine why she thought this garbage would help. Apparently she hasn't read one freaken review on it. I started the pill on the last day of my period, then two weeks later I started my period again. It's been 5 days straight and on the 5th day, the flood gates opened and I am now using a new super tampon every 30 minutes. This is what I was trying to get away from. I have bled more on this pill than I did without. I am stopping immediately. This pill is crap, avoid at all costs!""",Ethinyl estradiol / norethindrone — Birth Control,1.0,2016-12-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-85937,"""I love this medicine! My anxiety started off as mild and as years past slowly got worse. I went from having social anxiety to generalized anxiety and then major depression. It took me 7 years to find this medicine but once I found it I gained my life back. Still have a little anxiety but most is gone. This medicine was great for my major depression. Yes it does have some side effects but most will disappear with time and like most other users will vouch, the benefits far outweigh the side mild side effects. """,Duloxetine — Anxiety,4.5,2012-04-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
